gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9
0.13437980392805177,0.044042997447362356,0.026456959563691075,0.014405772872372519,0.1550494057113555,0.014954297255797928,0.3233407142926175,0.5286306772143794,0.0710489698377489,1.0
0.07270646148162233,0.20401986966866276,0.0,0.042108035847270686,0.025103553202805724,0.0,0.33987379029721576,0.8041850600364745,0.22273197919423265,1.0
0.012426636391072214,0.17175567596138736,0.0,0.026387570876776692,0.14317028863203196,0.0,0.31574242290202964,0.7666382942554153,0.18172639325766127,0.9493541744614579
0.09174531505098184,0.0,0.04963139485045116,0.05673067257241131,0.059483611649835164,0.0,0.3454026277917758,0.5686332503180056,0.06500586254175961,0.977411549449188
0.03099924532564789,0.0664309616299681,0.0,0.039833270599481344,0.3258650377800271,0.15381066237094046,0.5587213606153704,0.7092554947392945,0.19571670860182916,1.0
0.14375891787893014,0.0,0.15629489119612855,0.004417587569071967,0.11522718155683317,0.0,0.21071034500719446,0.5362108418730804,0.052498045896645903,0.9815936050808608
0.0,0.0,0.0,0.028139410670572077,0.17937932455552588,0.13586459261398398,0.5434247706085689,0.6366242903958891,0.17323832646215798,1.0
0.030560124982783973,0.03759133650293576,0.02287384001299287,0.1045768175858148,0.1459967218461232,0.0329861881139155,0.38061085278715007,0.8159687739653118,0.036193528387602196,1.0
0.11249917711098542,0.007322789622312193,0.10591427999511428,0.10165809199829653,0.015511655453410045,0.017706993040844436,0.32006316768244414,0.5685826311088849,0.02921774806153302,0.9896454269312933
0.08588297755384683,0.027627003250766266,0.12282450831835329,0.03363468698284251,0.15838930375508178,0.026816045021002065,0.15968265121638375,0.5304023467126376,0.011162425335129032,1.0
0.053063469718600896,0.04905270980926521,0.078125071632376,0.025398445163058198,0.17167241134670175,0.04431696311551733,0.29327483320149283,0.5035032224100907,0.0039819946845284435,1.0
0.0,0.06509290133179002,0.11819739986738242,0.13910287119830586,0.1617435336481628,0.0,0.4445396198640329,0.6533095615752007,0.05615708415082694,1.0
0.15380569730281107,0.19017131621776848,0.13881354915207528,0.07368351524157607,0.2634768607861017,0.01125623644453271,0.12194371003130978,0.7266117985045698,0.11666597020505946,1.0
0.0,0.035196837719473184,0.0014985970777279777,0.004289082779188444,0.1040375416535784,0.007822853260846288,0.3931932110947518,0.646101109810609,0.009971822426789533,1.0
0.18632075545734522,0.022876270361449576,0.048616847985577485,0.06611064055588523,0.13267289198340199,0.014563262808958906,0.3611551730702113,0.5962471330805048,0.01936768129962533,1.0
0.1379981575214801,0.08812840743067922,0.13353641580227152,0.048508833761809915,0.07602863321700812,0.02447264089019102,0.5195614769439891,0.6244889047960667,0.05952166772698495,0.9602316742086425
0.0,0.26489432570824195,0.038122572919253445,0.012430719652838866,0.15511847794335384,0.03720110492964916,0.2660160619367944,0.7666092010351921,0.1418310412283215,1.0
0.0,0.010161365495549121,2.4147233928024925e-05,0.01366331961486764,0.25743626427257216,0.1800389326473818,0.6087886363692881,0.6890366938431819,0.20374524747311848,0.9681452643292215
0.006508654347906403,0.0,0.05821030691436341,0.0,0.08788932456385283,0.017461044849365278,0.44171336083574075,0.7117212865659679,0.02360030333071109,0.9810303026973476
0.02523432273878848,0.13181406136967955,0.12575947534866283,0.08638785632868166,0.0,0.14408172982147624,0.2417358707890866,0.7670748860166308,0.02384309147445938,0.9848673658427686
0.034809289401678684,0.032299593866405865,0.057974034535005006,0.0673725377924214,0.10351919948733831,0.005196927525011153,0.45787028746182795,0.6565314848652993,0.08348149469204146,1.0
