generation,fitness,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9
1,0.97,0.2796864450446374,0.18753449333588254,0.6277664521456862,0.20910146659508144,0.024893299894339832,0.1815033276408704,0.18174445834856,0.05580002798875606,0.7745219845661392,0.5361830909229535
2,0.96,0.20244082590945062,0.0,0.47468996983756007,0.1861137667581697,0.0,0.10252627024452511,0.09933313125240956,0.01869779546472555,0.7445432361539588,0.4371395156196156
0,0.94,0.7097680573333256,0.5719002334166439,0.9326868077046279,0.6270474526575415,0.3532466770614987,0.05666554967809101,0.27831645979172204,0.905584662439758,0.8877284065555964,0.7336229746804769
128,0.88,0.0,0.07971013288485021,0.08756226483025911,0.0,0.14470480970287286,0.025785863749784445,0.12094864800020105,0.37933632672021395,0.018573325626921298,1.0
148,0.88,0.15920411024386022,0.01002009383537864,0.0,0.018681582665208408,0.10167968356295191,0.0,0.13684567628582628,0.48084931948699206,0.260222417101951,1.0
3,0.87,0.5924361024015099,0.17598054235510407,0.3077302850397728,0.2213612493893441,0.0,0.2178679400046511,0.0,0.13617341481636597,0.7959167464909234,0.5266629824688315
126,0.87,0.013736778714273843,0.09881231428989248,0.30996520140394973,0.009366228708550126,0.04135755884376505,0.08233916240454434,0.39415059482949916,0.6594672374992272,0.004926540375116337,1.0
139,0.87,0.15040977073794642,0.0,0.08807307802113196,0.062113518235816775,0.10040414772378978,0.040650969265997434,0.13179183250688475,0.49186035001921535,0.019120573729805482,1.0
166,0.87,0.17612301263076846,0.21351109586272796,0.1484878746671067,0.0,0.05133970709767672,0.039959429691497086,0.12329562871698256,0.7348568906427144,0.09465201161424386,1.0
4,0.86,0.24378967037386434,0.2796103003897465,0.8051115686476555,0.022187336163538837,0.0,0.09840891993538742,0.25097894719731634,0.5069820760922327,0.6744683580524704,0.5993104864325228
132,0.86,0.06423810694695639,0.0,0.0,0.06533116262582363,0.0,0.0,0.08355997265137385,0.47867538684537464,0.16319561945607433,1.0
149,0.86,0.12381191281053788,0.024720557169965414,0.07545099832662173,0.0,0.11132596488082774,0.0,0.09361257616200314,0.7571994161952268,0.3273066152020947,0.982155663933157
170,0.86,0.0,0.011091658137688105,0.02858139288857922,0.0,0.0,0.044115672564013754,0.03412496975734657,0.7706868721770342,9.881238107049134e-05,0.9552828772919864
70,0.85,0.0,0.15013733820116826,0.8088135688249344,0.0,0.024775185307042473,0.11310604229272865,0.6291059815413692,0.39080551632001,0.0,1.0
74,0.85,0.05835638024444111,0.1682786582718385,0.989622292051726,0.0,0.16509282855805035,0.04872852673207097,0.2861342849528049,0.2662871338050969,0.10037718854136196,1.0
84,0.85,0.06535745582657862,0.011821109918921005,0.948880147072808,0.0,0.049837532342973875,0.06972808185275933,0.08714838305998003,0.23422138255623431,0.09708586397056508,1.0
93,0.85,0.15407571386146898,0.09057408358675005,0.9829444574019053,0.0,0.18771644102081136,0.0,0.07263329700946818,0.6750121618532742,0.0,0.968056549990503
124,0.85,0.04180161236952359,0.07368102260287096,0.263468531234779,0.0,0.0011682669365666726,0.0,0.4421784563931864,0.596172631423448,0.013874259485318697,1.0
133,0.85,0.21140511047255195,0.06667072052029202,0.03479466222123881,0.02813008064923107,0.1061323341415181,0.22995787595357298,0.3201902130335137,0.5735190940055015,0.10539645106817283,1.0
137,0.85,0.3445890981668764,0.02866410951400473,0.030903917701055234,0.06277285805981594,0.06604757382961553,0.06377379380482846,0.31636471399812915,0.7120311837552481,0.0031388496544455585,1.0
141,0.85,0.15319235159338052,0.09834221648812651,0.10883415477079117,0.0,0.1587981621515463,0.0,0.4168913022620851,0.6938497444980798,0.01446241077657576,1.0
152,0.85,0.1660829819308206,0.04380778339119419,0.019516450377858034,0.017543489336305923,0.033128665358098254,0.03397382055303018,0.09044856472467865,0.6398022065372875,0.21402278023424154,1.0
159,0.85,0.007291143401351945,0.035739934230738464,0.12212497257351057,0.008261711644269712,0.048083856805865105,0.023081607705663164,0.1597946209231597,0.5965604006721134,0.07273587437738034,1.0
163,0.85,0.044658429718265634,0.0046380100370588834,0.0068260623441660714,0.0028646416778644133,0.1371446494064153,0.07794570342387033,0.06104591927548412,0.5752713265567897,0.0,1.0
196,0.85,0.0,0.023923050093729793,0.0805477976836369,0.0004429659234862457,0.07561586696446596,0.0741883752240622,0.5100633419780732,0.6491630290305559,0.03320715610881296,1.0
198,0.85,0.0430639103526402,0.06479574465911497,0.01227429623678545,0.026638788033937183,0.3054130317192286,0.1924314068552619,0.27602100081344433,0.610536314790614,0.22931370643289617,0.9728304166814447
53,0.84,0.0,0.4702762929530153,0.9549550704587929,0.020809477723870998,0.0797394978037663,0.06675081050192533,0.0,0.4710154068337559,0.5953902008331897,1.0
64,0.84,0.0,0.09831730077082582,0.7848043079274953,0.0,0.05487566113622728,0.0,0.46034587420854534,0.45578969307336425,0.16964775802869436,0.9381324803887479
67,0.84,0.10506454704269139,0.0,0.9582449025388874,0.006073592471781441,0.10732758521206844,0.0,0.014645232073429076,0.46915683338454517,0.06354663705219167,1.0
71,0.84,0.18981789590227313,0.20463990517608802,0.9533768552303362,0.0,0.14377693024332974,0.0299988333338135,0.0882597341487446,0.604764553649937,0.12788782186326317,0.9616443071228417
73,0.84,0.02718916833750547,0.13827455220591892,0.9161943224076202,0.00516232352219186,0.10859948235906355,0.0,0.06540379762842781,0.7590704858751975,0.0400490196866655,1.0
75,0.84,0.06450702489422992,0.0,0.7353156474971146,0.0,0.10524954864303271,0.0,0.4765971499102519,0.5268620377957757,0.0,0.9552026176966871
77,0.84,0.3136737636666026,0.04589156877076013,0.9031813316395672,0.0,0.17131372289606364,0.0,0.0,0.7794411261043649,0.1229478477336426,1.0
80,0.84,0.01597345890967443,0.131575507268388,0.801878942682989,0.0,0.05171623374522668,0.1559834728214382,0.24653152954111068,0.35758872599440206,0.11443214394374615,1.0
81,0.84,0.0,0.0,0.9721781502537397,0.0,0.0,0.09932088352407398,0.0,0.13957248681412432,0.29148958141569126,1.0
83,0.84,0.11282948535087894,0.0,0.8858206547787858,0.0,0.20286038841316228,0.031410118844216836,0.016262179909098222,0.6930641420223784,0.0,1.0
104,0.84,0.12880754946069373,0.10420135605340192,0.8453453696493447,0.015304763827892259,0.0,0.0,0.19729970750944947,0.7018737785097429,0.08472687915490489,1.0
112,0.84,0.09603970552990519,0.0,0.8837257250321268,0.0,0.14430046400248636,0.09560884938500062,0.34689884220645734,0.8567517080006567,0.04689135748344508,1.0
