generation,max_fitness,avg_fitness,std_fitness
0,0.4,0.15904761904761905,0.09385423155108859
1,0.48,0.25095238095238104,0.06816679556896149
2,0.44,0.38190476190476186,0.0394750129067861
3,0.52,0.4457142857142858,0.032888184094918116
4,0.68,0.5423809523809524,0.0471981397842433
5,0.74,0.5933333333333335,0.03919831548048892
6,0.67,0.6109523809523809,0.023483481916072316
7,0.68,0.6352380952380949,0.022172279479662528
8,0.7,0.6457142857142857,0.021728065802952067
9,0.7,0.6428571428571426,0.0272803534998143
10,0.73,0.6685714285714287,0.025501767312373098
11,0.74,0.6933333333333332,0.022956134844178924
12,0.79,0.6985714285714285,0.030904725218262753
13,0.81,0.7409523809523813,0.026886846120939268
14,0.88,0.7833333333333333,0.039076644264625975
15,0.89,0.8233333333333335,0.028674417556808742
16,0.88,0.8171428571428575,0.022069771859536104
17,0.85,0.8185714285714288,0.017804684853180843
18,0.88,0.81,0.022038926600773563
19,0.85,0.8128571428571432,0.012777531299998772
20,0.84,0.7914285714285711,0.017261494247992233
21,0.87,0.7942857142857143,0.027004660721443467
22,0.83,0.7628571428571428,0.027280353499814298
23,0.79,0.7533333333333333,0.014253932901995978
24,0.78,0.7466666666666668,0.019354668031334853
25,0.77,0.7314285714285718,0.01807015805810504
26,0.78,0.715238095238095,0.022172279479662525
27,0.76,0.7033333333333331,0.021675822241411496
28,0.73,0.6980952380952379,0.020614153163726993
29,0.76,0.6914285714285714,0.02356060357495804
30,0.81,0.680952380952381,0.037658207466223885
31,0.73,0.6685714285714288,0.030595006484207623
32,0.72,0.6676190476190478,0.024084130697908154
33,0.75,0.6714285714285716,0.03136356914300021
34,0.69,0.6399999999999999,0.02047065262876635
35,0.71,0.6500000000000002,0.022886885410853177
36,0.68,0.6357142857142855,0.021946130708196038
37,0.7,0.6433333333333332,0.023771398046378456
38,0.66,0.6195238095238095,0.023599069892121675
39,0.7,0.6233333333333333,0.03212080372198107
40,0.68,0.6299999999999998,0.02288688541085319
41,0.68,0.6223809523809523,0.023685390696087424
42,0.71,0.6114285714285713,0.0281637582526119
43,0.66,0.6123809523809524,0.020448486241508485
44,0.66,0.5971428571428572,0.023531712572582568
45,0.7,0.6209523809523809,0.03350973730620797
46,0.64,0.5885714285714286,0.0212212190049116
47,0.65,0.6090476190476191,0.02044848624150848
48,0.66,0.6023809523809524,0.019248936125150246
49,0.66,0.6009523809523809,0.023483481916072312
50,0.64,0.5919047619047619,0.019424836242258235
51,0.65,0.5857142857142859,0.023819045715047234
52,0.65,0.590952380952381,0.0226578614349911
53,0.64,0.583809523809524,0.021925456063278725
54,0.62,0.5823809523809524,0.016591667990651746
55,0.64,0.5952380952380952,0.02107109227603581
56,0.63,0.590952380952381,0.018747637795266222
57,0.62,0.5847619047619049,0.022386017663891717
58,0.63,0.5752380952380955,0.018928197061287396
59,0.65,0.589047619047619,0.024084130697908167
60,0.63,0.5790476190476193,0.021581465130713618
61,0.65,0.5771428571428574,0.02745435296266584
62,0.64,0.5828571428571431,0.029623487647611003
63,0.62,0.5814285714285716,0.02030381486221697
64,0.62,0.574761904761905,0.020146853144101112
65,0.7,0.5871428571428573,0.03340129127000032
66,0.7,0.5971428571428572,0.03224059215202049
67,0.63,0.5880952380952381,0.02259773431943747
68,0.63,0.5714285714285717,0.018844151368961292
69,0.66,0.5804761904761907,0.02935435239509035
70,0.65,0.5780952380952383,0.0228074857425296
71,0.64,0.5885714285714286,0.0200679119101957
72,0.64,0.5833333333333335,0.02145501014489296
73,0.61,0.5785714285714287,0.019095178719774664
74,0.64,0.5809523809523812,0.023074364646829916
75,0.62,0.5690476190476191,0.025802318445988674
