generation,max_fitness,avg_fitness,std_fitness
0,0.89,0.8009523809523811,0.04586779780285344
1,0.85,0.7480952380952379,0.051047974412409144
2,0.77,0.6842857142857144,0.03824375810525954
3,0.86,0.7328571428571428,0.04812116227298964
4,0.9,0.8523809523809521,0.017702505043277257
5,0.93,0.8819047619047617,0.02061415316372703
6,0.94,0.8900000000000006,0.01661897939677633
7,0.96,0.9109523809523811,0.0160073679180682
8,0.95,0.9190476190476189,0.011914281907806466
9,0.95,0.9223809523809523,0.01540091583694877
10,0.96,0.920952380952381,0.013768411709334228
11,0.98,0.9371428571428573,0.01905952009160902
12,0.98,0.9495238095238095,0.011741740958036156
13,0.97,0.9523809523809523,0.01064794274999901
14,0.97,0.9457142857142855,0.014661718398419643
15,0.98,0.95,0.013093073414159545
16,0.96,0.9385714285714283,0.008883218145798833
17,0.96,0.9314285714285715,0.012453996981544748
18,0.95,0.920952380952381,0.012307474269828636
19,0.96,0.9238095238095237,0.012140522651411367
20,0.94,0.9128571428571428,0.012777531299998797
21,0.93,0.9061904761904762,0.016468206157895807
22,0.92,0.8923809523809526,0.014769583256448414
23,0.91,0.8795238095238096,0.010454523047666748
24,0.94,0.8671428571428572,0.019794866372215742
25,0.9,0.8609523809523809,0.017431433540688705
26,0.9,0.8604761904761903,0.016754868653103997
27,0.87,0.8304761904761906,0.015576597365520117
28,0.87,0.8328571428571427,0.017496355305594114
29,0.89,0.8257142857142858,0.02441143927233579
30,0.86,0.8080952380952381,0.0194248362422582
31,0.85,0.8047619047619046,0.018157786633273897
32,0.82,0.784285714285714,0.01590789817951434
33,0.8,0.7757142857142857,0.012177820811947076
34,0.8,0.7633333333333334,0.015223207012519805
35,0.8,0.7699999999999999,0.021157009420498175
36,0.8,0.7485714285714288,0.022314999074019033
37,0.85,0.745714285714286,0.026827744801911003
38,0.81,0.7423809523809526,0.024281045302822806
39,0.79,0.7423809523809526,0.019977311393717192
40,0.84,0.7414285714285717,0.02713032292046498
41,0.77,0.7333333333333336,0.021675822241411527
42,0.77,0.7276190476190478,0.01973750645339307
