generation,fitness,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9
11,0.98,0.0,0.2864394350784393,0.1625535141652827,0.10848837763135513,0.0,0.0,0.16483796871217543,0.9996275355519086,0.7493075362799323,1.0
12,0.98,0.0,0.21430043579635696,0.2506910046989842,0.04041277627993682,0.04598271608901468,0.0,0.276475359781113,0.776114239963186,0.8718191706430038,0.872685427182865
15,0.98,0.07402148189525405,0.47284509746157855,0.09834260463331036,0.0,0.0,0.07686931982748106,0.0,0.807778585764417,0.8436162016699776,1.0
13,0.97,0.0,0.4389341550585084,0.01314588177645927,0.04718743009536596,0.0,0.060275173347608645,0.25834696356469644,0.5817720251614151,0.97564947899825,0.9049163802348111
14,0.97,0.0,0.10236652704412452,0.24074776274601006,0.0,0.0,0.006988444860955317,0.2196283539852552,0.7325924587061695,1.0,0.9896536790787589
7,0.96,0.0,0.5059240557597172,0.0,0.0,0.0,0.4194597767355137,0.47764317319939553,0.9597418856722391,0.0,1.0
10,0.96,0.011919169691141332,0.6002073077720369,0.26921322290410526,0.07485109660516022,0.17218297480824762,0.03360336279064717,0.14475076128114206,0.9295283173234112,0.4757321989080593,1.0
16,0.96,0.0,0.591264520992567,0.11819510680083475,0.0,0.043014519041194396,0.0748843991026297,0.30230826071341166,1.0,0.6861924604524915,1.0
17,0.96,0.15124120703305174,0.8076927019427531,0.0,0.025718705379444443,0.0,0.0,0.5166336504487038,0.7734112263858148,1.0,0.9985495407446708
19,0.96,0.035528495896482166,0.35226320767772323,0.09519788962263932,0.0,0.04319645797589327,0.0,0.17936454270291496,0.7964344703496462,0.9272884117093161,0.9865230590060876
8,0.95,0.0,0.42159056886122603,0.10385737589472678,0.03293076933242219,0.17802549956880837,0.3163012529091397,0.9577525023724391,1.0,0.055560677851932555,1.0
9,0.95,0.0,0.7980921103826937,0.2574968219648701,0.010399730792424006,0.009124091108616861,0.0980736362916938,0.7117277862413562,1.0,0.0,1.0
18,0.95,0.10355875693026927,0.03152318948478909,0.1817473320905606,0.0,0.0,0.0,0.1683354197354707,0.8458099693807519,0.8874420929171134,1.0
6,0.94,0.0,0.8762130802275248,0.2934264642641574,0.046449304728591934,0.040107328326085975,0.35792963520617405,0.24344391440805388,1.0,0.21408385960102003,1.0
20,0.94,0.08420043149408186,0.4605351804969164,0.10372893276742905,0.0,0.07474438877388884,0.10035455209371742,0.06900685286197206,0.8317079861505006,1.0,0.9962820984974802
24,0.94,0.17597899538832917,0.09727371133417986,0.07517092371823236,0.020153524824137063,0.0,0.0,0.29173789177223997,0.7904633639053845,1.0,1.0
5,0.93,0.0,0.6409182557159666,0.3434514032487172,0.052428255778106704,0.0,0.32041202537874913,0.6950937231645474,0.9896360537997488,0.029069587706112066,1.0
21,0.93,0.2911717610769358,0.5628906472183456,0.15687377463377067,0.0,0.08463898627677285,0.0,0.07570557145469842,0.7897964948295761,0.9809941203910332,0.8417816560676925
178,0.93,0.19141040658429678,0.27808132548772435,1.0,0.9317338414175829,0.8136076306992432,0.8328798003983539,0.09580987762282435,0.4162775861052155,0.10345668869818057,0.9683983687860405
22,0.92,0.1642351166359787,0.41544634189336044,0.10690504273557459,0.013051459452771596,0.08958030713381675,0.037800463770264,0.32399445054303955,0.9122129175017615,1.0,0.9277897403581824
153,0.92,0.17151349258801973,0.06543464203024013,0.9357491473639336,1.0,0.24366182161598343,0.13497482684720108,0.21019480595819606,0.10503476501366658,0.00019925964191681161,0.455795056328693
162,0.92,0.0,0.0,0.905643703259877,0.9257586562995013,0.7950005326481933,0.5026021382694689,0.1621305395210312,0.19719272482532985,0.03945994207519592,1.0
175,0.92,0.1284622922420466,0.3064019354596315,0.5497515286105158,0.9476894140741976,0.6514792971194494,0.44704437765455485,0.004254466265153595,0.027915199415280367,0.0,1.0
177,0.92,0.0114308058078505,0.3622727132193735,0.7774093674511388,1.0,0.7864588877573829,0.6022165055831797,0.2864714998748779,0.08244430987624582,0.09040831412523612,0.835124899079285
181,0.92,0.14484776921123566,0.04057576449758943,0.9873562529164952,1.0,0.9014946898893867,0.47738397160419804,0.01798271223694864,0.05062003134321575,0.02293762379049557,0.9116674984355843
23,0.91,0.08532176046388114,0.37883416873506454,0.0,0.0,0.0,0.0,0.39258494808002875,0.9685710227718181,0.8403727717196798,0.8533289286643223
144,0.91,0.10172933116630915,0.10341116360678804,1.0,1.0,0.26904696970138303,0.3654553968718819,0.2717536432972849,0.552293559923558,0.13915258756890625,0.6504047597069844
155,0.91,0.005288592544350587,0.18380217878400604,0.9207973784655237,0.9657637105558186,0.7669303606772672,0.16795752071340445,0.09680400596851285,0.1321956896362802,0.05702233162736468,0.45997923923443
157,0.91,0.24559643015425303,0.3336912128914227,0.8515628244260383,0.9622282511468558,0.44091692919231756,0.5702303661173644,0.0,0.05119077328763798,0.0,0.5261127057352051
158,0.91,0.0,0.0,1.0,0.9397893110919572,0.6222175843929469,0.4729099674967915,0.0883006021172613,0.10374887855198366,0.0,0.7713560794431338
168,0.91,0.0,0.09599442811083488,0.9941355136486006,0.9182693026939983,0.46202701947146424,0.3669769785233909,0.030988485996678156,0.14377713244211787,0.044943367692656874,0.5266664550821759
172,0.91,0.0,0.06136050021118157,0.8976076275242042,0.9116093757311321,0.7942646416622522,0.44517568717817013,0.1623848709039293,0.0,0.0,0.9761391147632374
176,0.91,0.12412191757467902,0.24393728251100982,0.9234678830478876,1.0,0.27086561065265946,0.786018262540483,0.2705307223383012,0.08044738150135249,0.15557932852946535,0.7970102271400733
188,0.91,0.21218635455589202,0.07185087422574642,1.0,1.0,0.7214799573953028,0.44348925812919154,0.03143788673409062,0.25670221462856674,0.05224989988562578,0.843704505830909
4,0.9,0.10192963964084889,0.7324324682203976,0.3022029230110794,0.0,0.18848548905654278,0.0,0.3365253528736355,0.8589881774306303,0.04427070456815833,0.9532839986944446
25,0.9,0.02722007351089907,0.2220034928694243,0.0,0.035543675108265504,0.0,0.15906089346305602,0.18082341271878946,1.0,0.8532103657199244,1.0
26,0.9,0.0014173516663231744,0.08745910672077757,0.1399846002539424,0.0,0.0,0.0,0.2532833344036778,0.9565276855453815,0.871655355063703,0.9680239543653739
136,0.9,0.09782053854882747,0.0,0.9667457514193302,1.0,0.42355904479166845,0.0987731376203937,0.20532407019979082,0.3635432069699839,0.31204483723020005,0.3148077073765306
146,0.9,0.28200912909551507,0.18731647827354045,0.9312004174925478,1.0,0.2548682828042211,0.19071320244598622,0.18906543014849103,0.11752409690568333,0.03740021177811945,0.24540704171233627
148,0.9,0.02765931786221241,0.0,0.9779566670612291,0.98538806106017,0.6907679227382068,0.5413488567772761,0.016692765469873395,0.03559932834087601,0.045075623135138715,0.6289183310922289
150,0.9,0.0,0.0,1.0,0.9990487912638488,0.649213035146629,0.5580085387488108,0.0,0.0,0.021426931438704534,0.6370157262253265
159,0.9,0.024089817279299895,0.12995864088281409,0.8353545711326592,1.0,0.5073291801853346,0.5865006544227347,0.2410994442916916,0.1441293234294581,0.0,0.7526667771341079
161,0.9,0.12015085971779776,0.0,0.7023996104085997,0.96374153352967,0.6212505725402858,0.6921237197332625,0.1865055979477596,0.06542292049930956,0.040798529496935895,0.9794720625007299
163,0.9,0.05407470389538584,0.038404597887407,0.8594966991690672,0.9372257192496452,0.47076274323295575,0.42446368722499456,0.014256891190734696,0.11637026302675843,0.011959478056479761,0.8614380188192694
164,0.9,0.0,0.11137707157104851,0.8517841136430949,0.9719953630098267,0.5235767897980723,0.38442065448795043,0.0,0.12262624657265805,0.04366470924147205,0.7780228098527746
167,0.9,0.026073869458168447,0.12524085656263662,0.8252537338953138,1.0,0.5438170953779582,0.4572397550263602,0.07509539512464149,0.07288159547271392,0.04967020278199101,0.9464043005741276
170,0.9,0.01116871710690944,0.2040500341022898,0.7317828726808423,1.0,0.7616119601410998,0.521244184526326,0.13525155191664823,0.09060489251832868,0.0,0.9953757863377093
174,0.9,0.0710490561476862,0.3432039541728622,0.7801726445808919,0.9912331070813601,0.8189450096426272,0.6147700259756238,0.09474300486354122,0.06516298738301436,0.0005268703034587924,0.9546097148646016
