gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13
0.8438269205238988,-0.8904409625177871,0.771105202215485,-0.7038939016330412,-0.1150534880277837,0.21512738468435044,-0.9431005354768172,-0.18403043867349367,-0.3313615823383958,-1.0,1.0,-0.019443085759216147,-0.6522062750121124,0.7633433555908715
0.9291980349936875,-0.7047778698763177,0.8787549691930777,-0.6984371482010102,-0.12519732367192457,0.2527317057297458,-1.0,-0.13050512377813817,-0.32556781968644943,-1.0,0.8898719725392905,-0.040048130725419025,-0.7007277049255661,0.652962430465387
0.8535712499188046,-0.929553283831755,0.08759748457741431,-0.23216533516429966,-0.2598547590401478,0.08453777727405891,-0.38741990225653417,-0.2197935164606548,-0.19779838674237488,-0.5433292592636584,0.7923173237595975,0.2357152318361609,-0.45524834979712814,0.5308583867477434
0.8430604438572836,-0.9706986738616368,1.0,-0.45649615923288556,-0.04669974208787207,0.21618088603091534,-0.9325296150795184,0.04354427164103285,-0.12291595340765307,-0.9735634981312545,0.9897109084742497,-0.06027091962581381,-0.7553530642997595,0.6748285453999289
0.7592600604636004,-0.8363074230212321,0.9669742636415106,-0.6553344919333998,-0.26073597834860174,0.32035953170972564,-1.0,-0.1463985943244951,-0.17296651424220055,-1.0,0.9631049879878573,-0.01806705495741273,-0.7632537749101114,0.7289954888780312
0.9244708909425764,-0.6118771621210816,0.8940760350235024,-0.26939431515916423,-0.08536628938438129,-0.011611306116131752,-0.9316833734604748,-0.21109915600031517,-0.25802720333540696,-0.6541194351057975,0.8082233067305785,-0.013763729557155935,-0.8311971255699617,0.6541509654568107
0.6316615337422496,-0.6796649617458985,0.1318180577973456,-0.5281351623475989,-0.42961075816213495,0.06123103939320348,-1.0,-0.1286607068984028,-0.3211902963784182,-0.6681167458089787,0.9780532585708073,-0.033919734708034256,-0.867115790164628,0.6859393918505835
1.0,-0.4654732957783147,0.8760907206041515,-0.24941621325289856,-0.0666377452961093,0.5659833705355967,-0.7041343483892762,-0.18620252590392672,-0.06967193440169932,-0.9027657053832499,0.8508200794577777,0.3803225083479005,-0.22635957718281263,1.0
0.8104999983759564,-0.15903194435050605,1.0,-0.27000209676251596,-0.1845559465214604,0.3132988715778291,-0.9343604809078534,-0.0966254233992038,-0.2743064963810544,-0.530654290393244,0.806743483649282,0.27247412706017393,-0.38595276028261555,0.7221022218337133
0.618723531592036,-0.5604214157459341,0.6843754530290078,-0.49221466704734074,-0.15358517713280603,0.11078090574577688,-1.0,-0.16743432557273785,-0.03855736778527148,-0.6251102354900118,0.674273883695284,0.3490074102505873,-0.45624889065783947,0.576612293159621
0.8702309812800395,-0.7329235743316588,-0.07994596643291016,-0.2204583131065619,-0.5402501459719677,-0.23696759418761187,-0.9698024433410405,-0.35848033859005385,-0.24249031100371934,-0.46491497575232554,0.929747792815355,0.27802344333568324,-0.8196076527662962,0.7371236995448647
1.0,-0.6438964719567892,-0.23569130065687216,-0.4081698344764984,-0.3585314013186877,-0.16884966928870151,-1.0,-0.30068357011971253,-0.18472851430114728,-0.7504012236617186,1.0,0.3717584801251266,-0.9916562381398156,0.5806544234628274
0.863786637213868,-0.5515069602675872,0.6925555807936269,-0.5110919966379899,-0.7189664816685525,0.2617915452047937,0.1678096063039775,-0.2413808660360297,-0.41440683594045447,-0.9678753951944136,0.9977095710345281,-0.17322581710558954,-0.568498384721435,1.0
0.8374743420337148,-0.7143073270742123,0.854087159975798,-0.3176156329870256,-0.8913035185962616,0.18686641703439985,-0.1744538418205625,-0.45951212692013166,-0.025964527216901567,-1.0,1.0,0.15121983694648955,-0.48921240465990995,0.8360122952582291
0.700713347524608,-0.8380148607007047,1.0,-0.6211899869391965,-0.12978555005545592,0.29986354596113696,-1.0,-0.21689862966527945,-0.19762513466211373,-1.0,1.0,0.10882860723672372,-0.9359364268470834,0.7410198088482141
0.9026247680703248,-0.9390746915014766,0.1751303112228298,-0.2967453643112913,-0.4541735074347072,0.18480747971880657,-0.47261139480098513,-0.23117336199988492,-0.1689142132433654,-0.4055451739688816,0.9217284699514865,0.22601539037541787,-0.6443399044017838,0.6832440421967428
0.9938489263666841,-0.7766143550319189,0.985681570046751,-0.26488150765895646,-0.2612982541420313,0.012176478483863783,-0.8312352148115785,-0.38815000250458415,-0.4191816742895751,-0.6751643611812981,0.8310480592198903,0.2157292680391238,-0.7470739714610434,0.8189378789147131
0.6802061890286552,-0.9246820767964234,0.21221593261306892,-0.6096320886823892,-0.2991905641142919,-0.10365136142977123,-0.966032896877237,-0.0859635977271547,-0.4084038386039155,-0.7679824503227256,1.0,0.010086421334206008,-0.9979953205732486,0.5646318363576068
0.9160381100672411,-0.840349649851761,0.5165468884018084,-0.8686988965444947,-0.6542573724419951,0.12377965868674973,-0.9984414469700339,-0.1438153472079095,-0.220607466637716,-0.9270517062159143,0.6784199874835276,-0.37320319692468273,-0.6789539121320253,0.7158549898849953
1.0,-0.6782606310898813,0.8925935925066083,-0.35366778278467204,-0.26974003459905677,0.6484294163634169,-0.5725034673565195,-0.14470072903782108,-0.06489704249467534,-0.5449642077940702,0.9076486676703065,0.5391476943283157,-0.18640666203053435,1.0
1.0,-0.31257317286889863,0.8732078532829325,-0.16812125708797582,-0.20754041928081043,0.32597679174052513,-0.9136576392398176,-0.11287360815096097,-0.3039301333412745,-0.5239875988806312,1.0,0.27394013496562486,-0.3769803713269444,0.6866849839616536
