generation,max_fitness,avg_fitness,std_fitness
0,0.45,0.18571428571428572,0.11429166651166482
1,0.47,0.3614285714285713,0.044538449337485415
2,0.54,0.43523809523809537,0.04403667817789292
3,0.68,0.5223809523809526,0.05263574395741086
4,0.62,0.5433333333333332,0.033570584251456315
5,0.58,0.5166666666666667,0.031972210155418124
6,0.61,0.523809523809524,0.03631557326654784
7,0.59,0.4966666666666669,0.02800226748188411
8,0.56,0.4785714285714284,0.02849991049037144
9,0.6,0.5109523809523812,0.04022611825131976
10,0.54,0.4900000000000001,0.023299294900428716
11,0.56,0.4942857142857145,0.025179626793147235
12,0.59,0.5338095238095237,0.02535015553182126
13,0.56,0.5228571428571428,0.01637153660730581
14,0.59,0.5357142857142856,0.02128523489393048
15,0.55,0.5104761904761905,0.01838119911011314
16,0.62,0.5352380952380952,0.029377517743213667
17,0.59,0.5257142857142857,0.026108095546424383
18,0.63,0.5547619047619046,0.0345886091377807
19,0.68,0.556190476190476,0.035385790863160564
20,0.62,0.5466666666666665,0.029168367297359138
21,0.64,0.5623809523809522,0.028436187860635443
22,0.65,0.5785714285714286,0.025872528966106898
23,0.63,0.5780952380952383,0.02014685314410111
24,0.62,0.5728571428571431,0.018032472598820442
25,0.61,0.5557142857142855,0.021946130708195996
26,0.65,0.5619047619047618,0.03332652991794797
27,0.61,0.5557142857142855,0.02441143927233578
28,0.62,0.5595238095238092,0.023396416183882354
29,0.58,0.5399999999999999,0.022886885410853163
30,0.61,0.5504761904761902,0.024587296463667765
31,0.61,0.5380952380952381,0.02611677943009921
32,0.59,0.5485714285714284,0.02006791191019567
33,0.56,0.5219047619047618,0.018928197061287434
34,0.58,0.5276190476190475,0.019977311393717168
35,0.63,0.5566666666666664,0.028340335269269525
36,0.62,0.556190476190476,0.028531718436086158
37,0.63,0.5685714285714285,0.031363569143000196
38,0.63,0.5623809523809522,0.029261507610928012
39,0.61,0.5504761904761903,0.026810834781446163
40,0.58,0.5428571428571427,0.018808016817268076
41,0.59,0.5499999999999998,0.02047065262876634
42,0.59,0.5352380952380952,0.026658161909101714
43,0.58,0.5342857142857141,0.017612611437054213
44,0.61,0.5438095238095237,0.02935435239509035
45,0.59,0.5419047619047618,0.019909090438444625
46,0.6,0.5442857142857142,0.027180425129200624
47,0.61,0.5423809523809522,0.02909831641419463
48,0.56,0.529047619047619,0.012307474269828662
49,0.57,0.5299999999999999,0.018516401995451036
50,0.59,0.5366666666666665,0.020079208230769537
51,0.58,0.5352380952380952,0.02322130540997449
52,0.6,0.5347619047619047,0.028050812333377396
53,0.55,0.5261904761904761,0.014301578493029734
54,0.58,0.5304761904761903,0.023396416183882367
55,0.64,0.5357142857142856,0.03215608193549359
56,0.59,0.5314285714285714,0.020537008240807456
57,0.59,0.539047619047619,0.02021427169218202
58,0.63,0.5376190476190476,0.03803566770993495
59,0.6,0.5333333333333333,0.02900465206255439
60,0.57,0.51,0.021157009420498158
61,0.59,0.5195238095238095,0.029191680236179258
62,0.56,0.5247619047619049,0.022172279479662525
63,0.59,0.5209523809523808,0.02201833908894646
64,0.61,0.5490476190476189,0.020448486241508444
65,0.61,0.5385714285714285,0.024159335036125367
66,0.58,0.5299999999999999,0.020236694629405506
67,0.63,0.5404761904761904,0.030934060512212796
68,0.6,0.5414285714285714,0.02980663305624537
69,0.58,0.5395238095238094,0.018120283419467087
70,0.61,0.5595238095238093,0.025161609168805513
71,0.64,0.5585714285714284,0.025125535158615063
72,0.6,0.5485714285714284,0.025314350209527627
73,0.64,0.5395238095238094,0.029996220472425946
74,0.62,0.5466666666666665,0.02532330628630157
75,0.64,0.5499999999999999,0.034364987719368974
76,0.59,0.5528571428571427,0.020963200669576295
77,0.61,0.5485714285714285,0.031965117041596956
78,0.57,0.5352380952380952,0.017353206817417706
79,0.63,0.548095238095238,0.03375246694603684
80,0.61,0.5509523809523807,0.025617100297738584
81,0.59,0.5457142857142856,0.021285234893930468
82,0.61,0.5528571428571427,0.029783801468784534
83,0.62,0.5538095238095236,0.023191991736925547
84,0.56,0.537142857142857,0.013144927373183119
85,0.59,0.5466666666666665,0.021231901723436135
86,0.59,0.5342857142857143,0.02216205005375257
87,0.57,0.5366666666666666,0.018856180831641256
88,0.64,0.5438095238095239,0.03456893602453625
89,0.64,0.5328571428571428,0.031943828249997
90,0.57,0.5266666666666665,0.0167142178807469
91,0.58,0.5319047619047618,0.01679542103671276
92,0.64,0.5485714285714284,0.02730527845110752
93,0.6,0.5347619047619047,0.024614948539657303
94,0.6,0.5523809523809522,0.02486243329944114
95,0.62,0.5333333333333332,0.03441114621931364
96,0.57,0.5180952380952382,0.027188766521181344
97,0.65,0.5371428571428571,0.03438477752102038
98,0.57,0.5299999999999999,0.022038926600773587
99,0.56,0.5252380952380952,0.017625481450782635
100,0.58,0.5257142857142858,0.02770102775666473
101,0.58,0.520952380952381,0.024670159708549758
102,0.56,0.5152380952380952,0.01707659150194393
103,0.55,0.5209523809523808,0.015707069049972055
104,0.57,0.537142857142857,0.02027028252742168
105,0.55,0.508095238095238,0.017076591501943926
106,0.63,0.5242857142857142,0.03032701586302982
107,0.61,0.5223809523809524,0.030999963426209125
108,0.61,0.5238095238095238,0.027163734660860306
109,0.58,0.5376190476190476,0.0211355628773068
110,0.6,0.528095238095238,0.027709212430430775
111,0.58,0.5304761904761904,0.018381199110113128
112,0.62,0.5395238095238094,0.023599069892121644
113,0.62,0.5276190476190475,0.024670159708549747
114,0.56,0.5157142857142857,0.020370713939245194
115,0.62,0.5404761904761903,0.029996220472425943
116,0.63,0.5266666666666666,0.030912061651652344
117,0.57,0.5304761904761904,0.014630753805464015
118,0.63,0.5504761904761903,0.03243692641128837
119,0.62,0.529047619047619,0.027413024694522385
120,0.65,0.5419047619047619,0.03607123212267738
121,0.63,0.5323809523809523,0.029261507610928033
122,0.58,0.5319047619047619,0.024224947318051242
123,0.59,0.5319047619047618,0.02362787853343862
124,0.6,0.5233333333333333,0.02783169370705231
125,0.59,0.5276190476190475,0.024862433299441163
126,0.57,0.5199999999999998,0.015430334996209188
127,0.59,0.5328571428571427,0.02779908479871698
128,0.58,0.5414285714285714,0.02335761613034422
129,0.6,0.5319047619047618,0.021518330528942857
130,0.59,0.537142857142857,0.020503857277724736
131,0.57,0.5404761904761903,0.014952684255340548
132,0.59,0.5385714285714285,0.029160592175990204
133,0.61,0.5395238095238094,0.029837047995848638
134,0.58,0.5366666666666666,0.021675822241411496
135,0.6,0.5323809523809523,0.025430533186321304
136,0.58,0.5280952380952381,0.022386017663891734
137,0.58,0.5252380952380952,0.021071092276035805
138,0.58,0.520952380952381,0.02307436464682993
139,0.6,0.5333333333333333,0.025510657592340703
140,0.55,0.5247619047619048,0.017353206817417727
141,0.58,0.52,0.02370453040886409
142,0.59,0.5309523809523808,0.028268232532677778
143,0.57,0.5242857142857142,0.021060327988091414
144,0.57,0.5233333333333332,0.02416871912466575
145,0.59,0.527142857142857,0.020503857277724753
146,0.59,0.5352380952380952,0.021956460730282863
147,0.64,0.5366666666666666,0.027487370837451067
148,0.57,0.5214285714285715,0.024355641623894145
149,0.6,0.5323809523809524,0.03053565627025028
150,0.57,0.5233333333333333,0.02054804667656326
151,0.56,0.5195238095238095,0.01785555548500256
152,0.56,0.5114285714285716,0.021884048177287743
153,0.55,0.5123809523809524,0.018232561637215868
154,0.56,0.5195238095238095,0.01863846265788661
