generation,fitness,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13
189,0.9,0.843779252417156,-0.7328914847881092,0.8573809604519261,0.3624565654085063,-0.1366056931485228,0.10350026482018568,0.2003438816687243,-0.11413048100003931,-0.5421487285117637,-0.916249915958735,1.0,0.26597573294355753,-0.8147024708792917,0.7098568124650705
174,0.88,0.7553444978642364,-0.08700430182328966,0.7053926337515007,0.03282454535437204,-0.2884534480419783,0.20151096638827115,0.36022402415386573,0.2691692726617556,-0.2737281363913005,-0.6186406622903193,0.7816857341024781,0.374559095737058,-0.6557517337096702,0.7335011325467687
183,0.88,0.6465419576686228,-0.9864057183409102,1.0,0.14236935179852306,-0.2584367763694453,0.1094191318986647,0.04051383069971945,-0.23804868828008582,-0.3803669567990636,-0.9827287700963585,0.8795321660498192,0.04999620793825606,-0.7539848798196898,0.33844532979577185
185,0.88,0.709230740119158,-0.616626904059795,1.0,0.10476837543742847,-0.1529962336784296,0.07023789670573538,0.13631924117381544,-0.17836835174114507,-0.2911630161910856,-0.9058464650587577,1.0,0.02922169269718385,-0.8702305994482759,0.47475890522283803
187,0.88,0.7157282691216548,-0.8893105376026753,0.6624414281840781,0.20422989858768403,-0.1375263106329496,0.13921031638323814,0.09735396814121008,-0.21865919353003524,-0.5067601172700177,-1.0,1.0,0.3201005546343397,-0.8878245277956066,0.5491632229100549
194,0.88,0.7602882277828372,-1.0,0.9486584453887523,-0.18621184775085042,-0.1758024830366642,-0.047428570304484,0.07760277867847931,-0.29070202573026827,-0.4283761748433088,-0.902776967605872,1.0,-0.0208991022027447,-0.5905749402157845,0.4034973568938528
42,0.87,0.22096320002319797,-0.671740011929219,0.31781531328513946,-0.9277281036746589,-0.3922554107443674,-0.4899470213834208,-0.966406521498535,-0.9841901862543033,-0.37526256286932935,0.25956605485078066,1.0,0.9648327733841428,0.8541849639973733,0.35155476239235406
177,0.87,0.34028737054921687,-0.25129719928062333,0.792411541360071,0.21603941754651543,-0.10287040503113459,0.6667017725693604,0.37833908381964365,-0.3978697463952567,-0.4373807770411571,-0.5872045318001459,1.0,0.16943963905004505,-0.8594435551277915,0.5741292234482468
179,0.87,0.9031374346179576,-0.0018452353651913014,0.8529993953561784,0.23086777355761853,-0.018183450828336993,0.5210122833082148,0.22421925004903734,-0.18519917195278604,-0.36630004551334444,-0.6195701124459287,0.9843339301688399,0.45076697042710284,-0.7642509979247826,0.6757934379451576
182,0.87,0.6845588858264897,-0.6304704891844608,1.0,0.08843296123190283,-0.42083504134999067,-0.012895147237899474,0.17459677259178286,-0.32193435939717185,-0.45379897271431463,-0.7417069099327943,1.0,0.10797475202243596,-0.7980158642424071,0.4823977149025187
184,0.87,0.6979798654932561,-0.6374029910824719,1.0,0.004054865409640979,-0.4482395125741328,0.18237655344474493,0.49984155914930894,-0.3142555123912517,-0.548690488812839,-0.9688067822878605,1.0,0.13152775146069884,-0.5855433656400469,0.34769538906298053
188,0.87,0.7140336318613176,-0.7379298696441599,0.7391443603999757,0.046726132504437634,-0.1411198620081176,0.11147710979138335,0.16873578019030241,-0.3864805712814193,-0.5553180867421802,-0.9211515596372016,1.0,-0.09575216698142552,-0.8173575344761612,0.36878108238074514
192,0.87,0.6182683424994802,-0.8793515435979073,0.9411874721137139,-0.06432249366780549,-0.32782219907363735,-0.11522129302342117,-0.028799893184948883,-0.0544212853037688,-0.5088437438664497,-0.8966529562495358,0.8361567205196893,-0.06131970345031041,-0.5925593043272012,0.05622483097764093
193,0.87,0.8413339448302893,-0.6987294487682038,0.6354164917931625,0.14517362926830546,-0.2613976153122582,0.25823769435724914,0.2545696996033248,-0.09322526083409434,-0.6481001654500715,-0.7742953577313465,1.0,0.3512839386336807,-0.8240725608228515,0.5032999658778264
195,0.87,0.9216458091371684,-0.3562236739225128,0.8666571068434562,0.2726618303392234,-0.14686443612239433,-0.07312005182822569,0.08612600487271804,-0.4572338464581102,-0.47219818687693,-0.8633180167692707,1.0,-0.008922916639066636,-0.9469381022836689,0.4387760036352801
196,0.87,0.582731421883464,-0.7729174473827831,0.9431340724564599,0.2069083398891165,-0.041830503583169365,0.053655993641161935,0.20342765879812333,-0.38342562020266363,-0.6610356641116941,-0.88787154741323,1.0,-0.3597688603789537,-0.6259560764441944,0.05922145669589867
197,0.87,0.550548359751447,-0.7312184595859837,0.9936265574700839,0.012102529948903415,-0.032738838212823945,0.11075857456121915,-0.1434750346083066,-0.3775639226236216,-0.6300074869855168,-0.9580200720968949,0.9726065715252328,-0.10535281488544956,-0.6366391890579662,0.1358204541578759
199,0.87,0.6815622592674987,-0.2389812061929963,0.4970278118057984,0.1661377116341822,-0.2377558001215224,0.17171359298586678,0.5468390769379408,0.030511908086546885,-0.4571015746709788,-0.756226478308968,0.8341816049695426,0.3813885942963424,-0.5740251590143322,0.627262819226404
45,0.86,0.6154729649230026,0.07195383297765963,1.0,-0.5336077265661239,-0.5215511797639546,-0.13793010273969156,-0.4779683130689146,-0.24941579849412573,-0.46894137756003085,0.025400083085353797,0.19816284070945356,0.8382391546669729,0.8291373508960305,0.4514196101049408
186,0.86,0.8265787358745152,-0.5011601160362753,0.9549602954555714,0.030533347634267793,-0.20184534820477953,0.39446744102812703,0.4572449362632188,-0.3295442897659639,-0.4696020676328213,-0.9126317378840804,0.9330014806249329,0.3650184693961577,-0.5859428414313593,0.44898466737314335
198,0.86,0.6690556646739471,-0.6076477061656413,0.9902245867540433,0.08178050310962051,-0.002906398133965215,0.11334041351454427,-0.2548892124768575,-0.29263888559520496,-0.4969324800404027,-0.897680479476658,1.0,-0.05700664936077121,-0.6087336131596895,0.24301319654396836
200,0.86,0.41885907334261296,-0.3448452655765304,0.5977296404443566,0.03806902667698102,-0.04408434212678695,0.11037073085990619,0.14756440460487147,-0.5585048046459967,-0.33310964376776153,-0.5541088066348477,0.9290916036518024,-0.1310275356916789,-0.8600135554814077,0.24102176236318937
41,0.85,0.6405679112704962,0.2333077631442512,0.8832516203249106,-1.0,-0.7740084602227637,-0.5307305538420714,-0.46606415465817547,-0.6715995665444909,-0.5478743442178239,0.15364555287930046,0.4444639777524506,0.9972489611905471,0.8422048045998218,0.341402334900374
43,0.85,0.4331243858530765,-0.0885167508834949,1.0,-0.6853846406175819,-0.3790467265690346,-0.34313615874130066,-0.20261524481981436,-0.2768286352265074,-0.27535147294302403,0.2289423763618419,0.5641010113430222,0.6498532891063529,0.4493408269581436,0.44109527584003694
44,0.85,0.46154220898097126,0.09524408047603247,1.0,-0.3352726310916765,-0.3112514234852372,-0.17354976581838447,-0.30041660712457335,-0.5880395719459708,-0.39781816759858335,0.18103145502628593,0.42732247248596805,1.0,0.6401862185456355,0.37840207308704854
171,0.85,0.3712529443833382,-0.415568952983126,1.0,0.20178946899855585,-0.1662225464851624,0.4701503702381954,0.30739999340340823,-0.18103528546180042,0.062132656330543934,-0.28692820568288446,1.0,0.6207755923110732,-0.660489150323783,0.40552568731951394
173,0.85,0.7202178698518923,-0.06600945242671222,0.7256399428533947,0.23511899920425966,-0.39384567671460524,0.06844918664769481,0.11783673096678796,0.15432480793789077,-0.233415331210913,-0.4444024328561943,0.9160551610093162,0.49062546675203383,-0.6590306741768016,0.31853542374738847
181,0.85,0.7964655812976326,-0.0952157030589458,0.9038321465193078,0.2633433944063568,-0.02160264220443779,0.31907062691734867,0.21671077027431151,-0.18013707420127267,-0.5212368073813528,-0.6644541777957272,0.9588425167838563,0.24641557812798606,-0.5958619934496518,0.5825477879186998
190,0.85,0.6062705377735114,-0.964985864467214,0.7001180590550331,0.216656300184435,-0.21362640229916824,0.1714887048490712,0.13320984997463073,0.08003345792506503,-0.4291716143152561,-0.9484248099209346,0.9593029568287185,-0.04825135209807192,-0.7729740213370959,0.17292716304408873
191,0.85,0.5109484923606334,-0.2869393689480613,0.7107366511943096,0.1068107059087475,-0.3192271090659998,0.025843733772612176,0.2631922570809841,-0.32708651600766436,-0.47126020159862936,-0.836883796587783,0.9772179109872651,0.04979155209058908,-0.6972493508040251,0.4011767228297918
37,0.84,0.6053776749685571,-0.6549423295508365,0.6451618431300783,-0.6728066211891128,-0.6829709245466846,-0.4633420322103977,-0.691773070257835,-0.8944334506663573,0.1855304053132264,0.08447040703407596,0.8773437401363776,1.0,0.41756662199904954,0.2121664389279501
38,0.84,0.3573390319516579,-0.6766385532647349,0.5909813564890669,-0.9223857392225842,-0.5568214721790071,-0.3139314260462629,-0.1427052498367893,-0.9723264585693906,0.16341762907525514,0.037655980169296555,0.7944215089345792,0.8777063379634688,0.18568056806180538,0.22450804538359978
40,0.84,0.359092806412324,-0.7317646265589022,0.36620124067966653,-1.0,-0.3236717277668252,-0.6999040833444625,-0.7687861937053307,-0.5902720968172275,-0.07426646464937774,0.20721201034672715,0.7138394598714002,0.8651031513643022,0.30736536792517444,0.4442107772823455
51,0.84,0.7059696401029798,0.16362208302051456,0.6502641403747382,-0.820683872176502,-0.4796695560770994,-0.42751379050357385,0.08785288867430711,-0.14630660173943852,-0.02436131035591879,0.005415384881374983,0.8055753204225127,0.8926649838790327,0.6339180811042376,0.604555146789479
166,0.84,0.5747509062381444,-0.22814721433420646,0.7074137909770064,0.17532509960000556,-0.27959597288438887,0.3779939949810958,0.29875535174785306,0.06792331099519808,-0.04083160383521952,-0.6312347558526469,0.7649034608242932,0.2906197965319307,-0.6688060258417713,0.5848299636160995
