gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9
0.0,0.9262355014732349,0.7742193589541193,0.9807595909734445,0.35601381542308264,0.7087817277764571,0.7418707958581183,0.12363193479190787,0.9928531275565761,0.43134962114235814
0.18656136648920096,0.9948959575238958,0.9721150696140208,0.9526565807313276,0.6028458450654093,0.6742757044215173,0.09705112217395404,0.22923051395304395,0.9109646849508108,0.4256880246106032
0.09320949446111484,0.9701554854057962,0.767463881790647,1.0,0.35648408169743084,0.7331364053364137,0.6089314951406053,0.06634285215472992,0.9737136017840421,0.4168052378193016
0.16679767675562224,1.0,0.8688553197292916,1.0,0.652573773234872,0.6605136088570605,0.09318136785977083,0.1548394841443054,0.9231689693721096,0.41891494819163355
0.04961049865143614,0.9912659895759626,1.0,0.9965951295366094,0.4295400967158914,0.7684323082889358,0.29774173231002415,0.056608642566543015,0.8506412261184002,0.21973678324548176
0.21051389944345977,1.0,0.9412287674270535,1.0,0.6233523217640384,0.6386690076933649,0.06731251417276443,0.23188006163429692,0.8983558315264344,0.4649803759001373
0.0,0.8969978553516768,0.9971659674716252,0.9966522082979542,0.3287451048455596,0.8358415515479253,0.7168503973293433,0.05216622048143525,1.0,0.4361334393049299
0.0,0.8868840173827136,0.905201592257928,1.0,0.5615932296372278,0.6055227844586029,0.48027843636561846,0.13218745751456631,1.0,0.301412842322166
0.0,0.9036216051646266,0.9914201803547723,0.9779570837696937,0.5503120156789001,0.4899074143541019,0.4296717202392208,0.15678023357135884,0.9134059088638873,0.30663393173487513
0.14226429004484126,1.0,0.8801686988320137,0.9749914535542257,0.6232784974226218,0.6025610858976876,0.12490059523722019,0.16503388120609425,0.9533051197316061,0.5500662061937822
0.034610259667538924,0.9820273085873467,0.693517998178875,0.9874892906474873,0.4038417828023609,0.5914541715529764,0.5258507947405473,0.0,1.0,0.5556119354028306
0.029363575055925333,0.9951418445815938,0.9605394975282018,1.0,0.5580394159215101,0.6874013330206605,0.32041325010427324,0.07442180893651956,0.8660957563883147,0.3115024542662107
0.04214511427275851,0.9573035431356695,1.0,0.9214243642861449,0.5493758098784652,0.4371734309781719,0.413420498483151,0.11942013449908011,1.0,0.29450545833930186
0.0223416874450496,0.77818538102342,0.771474578423355,1.0,0.43621621022116414,0.7540314530620685,0.6242873905640974,0.08064420266074498,0.8533844168174083,0.3197227943545241
0.07642917498635839,1.0,0.8524416110507139,0.9453355082812039,0.31269390063496766,0.5120597281917026,0.42044223349936527,0.0,0.9684829424199727,0.31897283591781955
0.10542281444637217,0.9645536734839903,0.8653487537602047,0.9570681108361541,0.5783611326642428,0.6687856350584854,0.40727334439342544,0.07237031689466462,0.8530746250341013,0.3122804400607587
0.024753680249501992,0.9482844974563069,0.8042709789365946,1.0,0.3871065366749279,0.5232395735411208,0.49760657631118593,0.0,0.9522794809311959,0.35729378977728016
0.11057368010484322,0.9512018442623206,0.8782892350083042,1.0,0.5346093582265791,0.6581502272999923,0.3679409434852894,0.05937313346252287,0.8316396551954893,0.3340060029610647
0.1010347823316024,1.0,1.0,0.9658203522355702,0.4662722289212784,0.8339057673057118,0.3840379879703419,0.07058959346354925,0.8945258689097582,0.23226099286792531
0.0,0.9310849220094304,0.9187934844601432,0.9744394531418807,0.6137695761749775,0.962971595409318,0.6330583773971605,0.04279466009591172,0.9709822225175003,0.4268104077069032
0.08302240448430775,0.980316656246897,0.9558873667787998,0.990305952950679,0.5590077485610573,0.5749668375524201,0.560525882375204,0.13850916057981516,0.9482936860689026,0.33737403960143586
